face_0001 	 face_0017 	 True
face_0017 	 face_0089 	 True
face_0017 	 face_0092 	 True
face_0024 	 face_0069 	 True
face_0026 	 face_0032 	 True
face_0026 	 face_0068 	 True
face_0029 	 face_0030 	 True
face_0029 	 face_0079 	 True
face_0057 	 face_0059 	 True
face_0057 	 face_0068 	 True
face_0060 	 face_0068 	 True
face_0061 	 face_0063 	 True
face_0062 	 face_0077 	 True
face_0064 	 face_0092 	 True
face_0068 	 face_0084 	 True
face_0072 	 face_0079 	 True
face_0078 	 face_0081 	 True
face_0083 	 face_0074 	 True
face_0083 	 face_0087 	 True
face_0085 	 face_0090 	 True
face_0003 	 face_0086 	 True
face_0004 	 face_0076 	 True
face_0005 	 face_0083 	 True
face_0007 	 face_0064 	 True
face_0013 	 face_0084 	 True
face_0014 	 face_0080 	 True
face_0016 	 face_0026 	 True
face_0017 	 face_0035 	 True
face_0017 	 face_0068 	 True
face_0023 	 face_0079 	 True
face_0023 	 face_0082 	 True
face_0026 	 face_0064 	 True
face_0029 	 face_0072 	 True
face_0029 	 face_0079 	 True
face_0032 	 face_0075 	 True
face_0033 	 face_0064 	 True
face_0034 	 face_0085 	 True
face_0035 	 face_0077 	 True
face_0059 	 face_0084 	 True
face_0061 	 face_0063 	 True
face_0072 	 face_0080 	 True
face_0073 	 face_0079 	 True
face_0086 	 face_0089 	 True
face_0091 	 face_0092 	 True
face_0001 	 face_0064 	 True
face_0003 	 face_0026 	 True
face_0004 	 face_0083 	 True
face_0005 	 face_0063 	 True
face_0008 	 face_0014 	 True
face_0010 	 face_0012 	 True
face_0013 	 face_0027 	 True
face_0013 	 face_0059 	 True
face_0016 	 face_0035 	 True
face_0016 	 face_0091 	 True
face_0020 	 face_0073 	 True
face_0020 	 face_0082 	 True
face_0022 	 face_0064 	 True
face_0022 	 face_0071 	 True
face_0023 	 face_0073 	 True
face_0028 	 face_0062 	 True
face_0029 	 face_0030 	 True
face_0030 	 face_0061 	 True
face_0031 	 face_0075 	 True
face_0032 	 face_0091 	 True
face_0033 	 face_0061 	 True
face_0057 	 face_0070 	 True
face_0057 	 face_0084 	 True
face_0059 	 face_0091 	 True
face_0073 	 face_0083 	 True
face_0078 	 face_0074 	 True
face_0078 	 face_0082 	 True
face_0082 	 face_0074 	 True
face_0001 	 face_0002 	 True
face_0004 	 face_0083 	 True
face_0005 	 face_0071 	 True
face_0008 	 face_0072 	 True
face_0010 	 face_0012 	 True
face_0014 	 face_0023 	 True
face_0014 	 face_0072 	 True
face_0017 	 face_0060 	 True
face_0017 	 face_0092 	 True
face_0022 	 face_0066 	 True
face_0023 	 face_0074 	 True
face_0026 	 face_0084 	 True
face_0030 	 face_0061 	 True
face_0033 	 face_0062 	 True
face_0033 	 face_0064 	 True
face_0035 	 face_0068 	 True
face_0059 	 face_0092 	 True
face_0063 	 face_0078 	 True
face_0067 	 face_0088 	 True
face_0072 	 face_0080 	 True
face_0073 	 face_0083 	 True
face_0075 	 face_0077 	 True
face_0076 	 face_0082 	 True
face_0079 	 face_0082 	 True
face_0083 	 face_0087 	 True
face_0084 	 face_0088 	 True
face_0085 	 face_0090 	 True
face_0001 	 face_0032 	 True
face_0001 	 face_0064 	 True
face_0002 	 face_0007 	 True
face_0004 	 face_0073 	 True
face_0007 	 face_0032 	 True
face_0010 	 face_0012 	 True
face_0016 	 face_0027 	 True
face_0016 	 face_0077 	 True
face_0016 	 face_0091 	 True
face_0017 	 face_0031 	 True
face_0020 	 face_0028 	 True
face_0023 	 face_0073 	 True
face_0027 	 face_0031 	 True
face_0028 	 face_0069 	 True
face_0029 	 face_0079 	 True
face_0031 	 face_0088 	 True
face_0033 	 face_0061 	 True
face_0059 	 face_0086 	 True
face_0059 	 face_0091 	 True
face_0062 	 face_0078 	 True
face_0064 	 face_0092 	 True
face_0068 	 face_0091 	 True
face_0072 	 face_0080 	 True
face_0073 	 face_0074 	 True
face_0073 	 face_0082 	 True
face_0078 	 face_0083 	 True
